cntry,agea,gndr,eisced,hinctnta,evmar,health,happy
BG,67,1,7,6,1,2,4
BG,68,2,7,2,1,2,6
BG,68,1,2,6,1,3,4
BG,56,1,4,9,1,2,2
BG,83,1,5,3,1,1,10
BG,67,1,4,2,1,3,2
BG,63,2,4,7,1,3,6
BG,15,1,2,4,2,1,10
BG,48,1,7,10,1,1,8
BG,71,1,2,1,1,3,0
BG,27,2,2,2,1,2,7
BG,81,2,1,3,1,3,6
BG,39,2,4,6,1,2,7
BG,65,2,4,2,1,3,5
BG,19,2,4,8,1,1,6
BG,78,1,4,2,1,4,7
BG,45,2,7,8,1,2,7
BG,31,1,4,4,2,2,8
BG,16,2,2,6,2,1,10
BG,53,1,2,2,1,2,5
BG,43,2,2,2,1,2,2
BG,80,2,2,1,1,4,4
BG,44,1,4,3,1,2,5
BG,64,1,4,1,1,3,10
BG,73,2,2,2,1,4,6
BG,62,2,4,8,1,2,7
BG,81,1,7,2,1,5,1
BG,67,2,4,2,1,2,5
BG,39,1,5,5,2,2,3
BG,54,1,6,2,2,2,9
BG,72,1,6,2,1,2,1
BG,58,1,2,1,1,4,3
BG,68,2,2,2,1,3,5
BG,86,1,4,3,1,3,8
BG,80,1,7,4,1,3,1
BG,63,1,2,1,1,3,7
BG,30,1,4,3,2,1,4
BG,70,2,7,6,1,4,9
BG,45,1,4,4,2,2,2
BG,36,1,4,5,2,1,8
BG,66,1,4,8,1,3,3
BG,72,2,7,4,1,3,3
BG,79,1,6,4,1,5,4
BG,59,1,4,5,1,2,6
BG,79,1,4,3,1,3,5
BG,36,2,7,5,2,1,5
BG,58,2,7,8,1,2,1
BG,64,2,4,6,1,4,6
BG,19,2,4,1,2,1,8
BG,61,2,7,5,1,3,6
BG,76,2,6,5,1,4,2
BG,16,2,2,9,2,1,10
BG,25,2,7,9,2,2,7
BG,67,1,4,4,1,2,4
BG,66,1,4,3,1,3,5
BG,72,1,2,5,1,3,10
BG,79,1,6,4,1,3,5
BG,70,2,1,1,1,3,4
BG,70,1,4,7,1,3,3
BG,69,2,2,1,1,3,8
BG,56,2,2,2,1,3,5
BG,66,2,4,2,1,2,3
BG,36,2,7,9,1,2,5
BG,60,1,4,4,1,3,7
BG,58,1,4,5,1,2,7
BG,58,1,2,2,2,4,9
BG,36,1,4,3,2,1,7
BG,83,2,7,1,1,3,5
BG,40,1,4,5,2,3,5
BG,46,2,2,1,1,2,5
BG,27,2,7,5,1,2,7
BG,57,1,7,9,1,1,10
BG,67,2,4,2,1,2,7
BG,87,2,1,3,1,3,7
BG,49,2,2,1,1,3,1
BG,46,2,4,7,1,2,6
BG,32,1,4,3,1,2,5
BG,50,1,7,8,1,1,9
BG,77,2,7,6,1,3,4
BG,53,1,4,9,1,2,9
BG,57,1,4,3,1,5,4
BG,82,1,4,3,1,3,6
BG,65,2,2,8,1,4,5
BG,43,2,7,9,1,2,5
BG,20,1,4,3,2,1,8
BG,46,1,1,3,1,3,4
BG,39,1,4,7,1,2,10
BG,70,2,1,1,1,3,6
BG,72,1,4,2,1,3,4
BG,71,2,4,5,1,3,2
BG,60,2,4,4,1,2,5
BG,66,2,4,6,1,1,9
BG,78,2,2,2,1,3,6
BG,90,2,2,1,1,3,5
BG,45,1,7,6,1,2,9
BG,61,2,6,2,1,1,6
BG,17,1,2,1,2,1,6
BG,74,2,1,2,1,3,5
BG,74,1,2,4,1,2,4
BG,39,2,6,7,2,1,8
BG,67,2,4,1,1,4,2
BG,65,2,4,6,1,2,10
BG,33,2,1,6,2,3,4
BG,71,1,4,1,1,3,5
BG,56,2,4,6,1,3,7
BG,50,1,4,4,1,3,1
BG,21,1,4,4,2,2,7
BG,33,2,4,6,2,1,7
BG,72,2,4,1,1,3,3
BG,77,1,1,6,1,3,6
BG,67,2,5,4,1,2,8
BG,69,1,4,8,1,4,1
BG,71,2,4,1,1,3,4
BG,59,2,4,4,1,3,0
BG,28,1,4,6,2,2,7
BG,27,1,4,8,1,1,7
BG,65,1,6,3,1,2,6
BG,61,1,4,2,1,2,5
BG,79,2,7,5,1,3,4
BG,56,1,4,3,1,1,10
BG,39,2,4,4,1,2,5
BG,47,1,4,7,2,2,1
BG,33,2,4,5,2,3,6
BG,54,1,1,2,1,1,10
BG,51,2,4,5,1,2,9
BG,67,1,2,2,1,3,5
BG,60,2,1,2,1,3,4
BG,47,1,4,5,1,1,5
BG,50,2,4,7,2,2,8
BG,77,2,1,1,1,3,3
BG,82,2,7,6,1,3,5
BG,47,2,4,3,1,2,6
BG,74,1,4,4,1,3,5
BG,47,2,7,8,1,2,9
BG,56,1,1,2,1,3,0
BG,60,2,7,8,1,5,8
BG,57,1,2,7,1,2,10
BG,61,2,6,6,1,2,0
BG,21,2,4,8,1,1,2
BG,33,1,4,1,2,4,0
BG,51,1,4,9,1,2,7
BG,70,1,4,3,1,3,7
BG,71,2,4,4,1,3,3
BG,61,1,4,6,1,5,2
BG,66,1,2,2,1,2,7
BG,66,2,1,2,1,3,2
BG,46,1,7,8,1,2,6
BG,75,1,6,4,1,3,7
BG,35,1,4,8,1,2,9
BG,43,2,2,5,1,2,8
BG,40,2,4,9,1,1,7
BG,21,2,4,5,2,2,8
BG,58,2,4,5,1,2,5
BG,66,2,1,1,1,1,3
BG,43,2,7,5,1,1,10
BG,81,2,2,1,1,4,3
BG,15,2,2,2,2,1,6
BG,45,1,4,3,1,2,7
BG,16,2,2,2,2,1,10
BG,53,1,4,10,1,2,4
BG,54,2,4,6,1,2,7
BG,40,1,2,6,2,2,3
BG,49,1,4,5,1,2,4
BG,59,1,4,1,1,2,7
BG,32,2,7,8,1,2,8
BG,48,2,4,2,2,1,7
BG,36,1,4,6,1,1,10
BG,17,2,2,3,1,2,8
BG,85,2,1,1,1,3,3
BG,52,2,6,6,1,2,5
BG,71,2,1,3,2,5,0
BG,56,2,4,6,1,2,8
BG,40,1,4,3,2,2,5
BG,35,2,4,5,1,3,5
BG,75,1,2,2,1,4,7
BG,24,2,1,5,2,2,4
BG,80,2,4,1,1,3,6
BG,43,2,7,6,2,2,8
BG,69,2,4,1,1,2,5
BG,62,2,4,2,1,2,5
BG,67,1,4,2,1,4,5
BG,60,2,6,7,1,3,6
BG,67,2,1,2,1,3,10
BG,68,2,2,1,1,3,5
BG,65,1,2,2,1,4,5
BG,59,1,4,9,1,3,8
BG,20,2,4,3,2,2,7
BG,25,1,6,3,2,1,4
BG,41,2,7,5,1,2,8
BG,78,1,2,1,1,3,5
BG,49,1,4,1,2,3,9
BG,77,1,2,4,1,2,7
BG,59,2,4,8,1,3,6
BG,37,1,2,2,2,2,4
BG,65,2,6,2,1,4,2
BG,55,2,7,8,2,2,5
BG,72,1,4,3,1,4,1
BG,73,1,2,7,1,5,6
BG,71,1,4,1,1,3,6
BG,41,2,1,2,1,2,10
BG,81,2,4,5,1,3,5
BG,76,2,6,4,1,3,4
BG,49,2,4,7,1,3,3
BG,62,2,2,2,1,3,3
BG,45,2,2,2,1,3,7
BG,81,2,2,1,1,3,3
BG,35,2,4,5,1,2,5
BG,72,2,2,5,1,4,1
BG,73,2,4,3,1,2,5
BG,73,2,6,2,1,5,4
BG,59,2,4,2,1,3,4
BG,38,1,7,8,1,2,9
BG,81,1,4,4,1,5,1
BG,33,2,7,5,1,1,8
BG,55,1,4,3,1,2,5
BG,77,2,4,2,1,2,4
BG,18,1,2,8,2,1,9
BG,25,2,7,10,2,1,4
BG,66,1,7,10,1,2,8
BG,32,2,6,8,2,2,9
BG,52,1,5,7,1,2,8
BG,78,2,4,2,1,4,9
BG,40,2,4,8,1,3,6
BG,58,1,4,4,1,3,8
BG,47,1,2,6,2,3,4
BG,75,2,2,1,1,3,3
BG,55,2,2,4,1,2,8
BG,24,2,7,8,2,2,6
BG,67,1,4,1,1,3,2
BG,55,2,4,5,1,3,9
BG,55,1,2,1,1,3,2
BG,44,1,4,8,1,3,3
BG,71,1,2,5,1,3,4
BG,41,2,7,8,1,2,4
BG,67,2,4,3,1,3,5
BG,85,2,6,3,1,3,8
BG,70,1,4,2,1,3,7
BG,61,1,2,6,1,2,6
BG,68,1,4,3,1,3,8
BG,62,1,7,7,1,2,5
BG,55,2,4,7,1,2,2
BG,46,1,2,4,2,4,7
BG,56,2,4,6,1,3,5
BG,68,2,6,7,1,2,7
BG,69,2,4,2,1,3,4
BG,49,2,2,1,1,3,5
BG,74,1,7,4,1,3,7
BG,67,1,4,3,1,3,4
BG,58,2,6,8,1,3,7
BG,32,2,7,4,1,2,8
BG,66,1,7,8,1,4,5
BG,69,1,2,3,1,3,10
BG,24,1,6,8,2,1,8
BG,75,1,2,5,1,1,5
BG,51,2,7,7,1,2,8
BG,22,1,1,2,2,2,7
BG,69,2,4,2,1,3,3
BG,68,1,4,3,1,3,5
BG,54,1,2,2,1,2,2
BG,47,2,4,6,1,3,4
BG,43,1,7,9,1,3,9
BG,59,1,4,4,1,3,0
BG,44,2,6,3,1,1,4
BG,38,1,6,6,1,2,5
BG,80,1,4,3,1,3,5
BG,51,2,7,7,1,2,2
BG,50,2,2,2,1,2,7
BG,69,1,1,3,1,2,10
BG,36,2,4,7,1,2,8
BG,26,1,4,8,2,1,7
BG,42,2,4,7,1,2,6
BG,53,2,6,6,1,3,7
BG,68,1,2,4,1,3,5
BG,75,2,2,1,1,3,6
BG,70,2,4,2,1,3,1
BG,76,1,5,1,1,3,5
BG,64,1,7,6,1,1,10
BG,74,2,4,1,1,3,4
BG,64,2,4,6,1,2,5
BG,61,2,4,5,1,1,6
BG,76,2,4,2,1,3,4
BG,38,1,7,10,2,2,7
BG,59,1,4,2,1,2,8
BG,66,1,4,4,1,3,2
BG,77,2,4,1,1,3,3
BG,56,1,4,6,1,2,5
BG,30,1,4,6,1,1,8
BG,72,1,2,4,1,4,0
BG,75,2,2,3,1,4,2
BG,82,2,2,3,1,3,7
BG,46,2,7,8,1,3,4
BG,83,2,1,3,1,2,8
BG,63,1,4,8,1,3,4
BG,32,1,7,6,2,1,5
BG,68,1,2,3,1,3,3
BG,76,2,7,1,1,3,1
BG,66,2,2,2,1,2,3
BG,67,2,4,4,1,3,3
BG,61,2,4,2,1,4,4
BG,46,2,4,5,1,2,4
BG,19,2,4,6,1,2,6
BG,34,1,4,7,2,1,3
BG,66,1,1,1,1,5,2
BG,69,2,7,6,1,2,2
BG,81,2,2,2,1,4,0
BG,16,2,2,4,2,1,10
BG,59,2,4,3,1,2,8
BG,82,1,1,1,1,3,5
BG,64,1,4,6,1,3,6
BG,66,2,4,2,1,3,8
BG,62,1,4,2,1,2,6
BG,29,1,6,5,1,2,6
BG,26,1,2,4,2,2,4
BG,72,2,2,1,1,3,7
BG,36,2,4,2,1,1,8
BG,75,2,4,4,1,5,2
BG,47,2,4,2,1,1,3
BG,46,2,7,7,1,1,8
BG,19,1,4,6,1,2,8
BG,67,1,5,5,1,3,7
BG,72,1,7,8,1,2,8
BG,18,2,2,6,2,1,10
BG,49,1,4,5,1,2,7
BG,38,1,5,9,2,3,6
BG,52,1,4,3,1,2,5
BG,42,1,2,5,1,2,5
BG,19,2,4,6,2,1,5
BG,79,2,1,1,1,4,8
BG,79,1,2,2,1,4,6
BG,44,2,6,6,1,2,6
BG,66,1,7,6,1,2,9
BG,77,2,2,7,1,4,10
BG,85,1,2,2,1,3,3
BG,51,2,4,8,1,2,5
BG,63,1,2,3,1,2,6
BG,79,2,2,2,1,3,3
BG,56,2,7,4,1,2,6
BG,52,1,4,6,1,2,8
BG,54,1,4,5,1,2,5
BG,35,1,4,10,2,2,5
BG,74,2,2,1,1,3,3
BG,39,2,4,8,1,2,8
BG,50,1,4,1,1,3,3
BG,69,1,2,9,1,5,4
BG,64,2,2,1,2,3,4
BG,29,2,6,3,2,1,8
BG,56,2,4,2,1,2,3
BG,71,2,7,1,1,2,6
BG,70,2,2,2,1,3,8
BG,32,2,1,3,2,2,6
BG,25,1,7,2,2,1,3
BG,67,2,4,9,1,2,7
BG,66,2,7,2,2,3,7
BG,84,2,6,2,1,4,9
BG,66,2,7,6,1,2,8
BG,31,1,6,10,2,2,8
BG,47,1,7,8,1,2,2
BG,19,1,4,5,2,2,5
BG,65,1,4,5,1,3,6
BG,50,2,4,2,1,2,5
BG,73,2,7,6,1,2,8
BG,31,2,2,4,1,2,7
BG,59,1,2,3,1,3,6
BG,53,1,7,7,1,2,5
BG,71,2,7,2,1,3,4
BG,51,1,4,5,1,2,7
BG,70,2,2,1,1,3,8
BG,45,1,4,9,1,3,6
BG,64,2,4,1,1,3,0
BG,44,2,4,2,1,2,7
BG,73,1,2,3,1,3,2
BG,58,2,4,6,1,1,10
BG,62,1,6,6,1,2,8
BG,57,1,7,2,1,2,4
BG,55,2,7,6,1,2,7
BG,42,2,7,7,1,1,7
BG,21,2,2,3,2,1,5
BG,68,2,4,8,1,4,7
BG,41,1,4,10,1,1,9
BG,58,1,7,9,1,2,4
BG,56,2,4,4,1,3,5
BG,43,2,7,9,1,2,8
BG,38,1,2,5,2,1,5
BG,58,2,4,7,1,2,5
BG,85,2,4,1,1,3,6
BG,54,1,7,3,1,1,10
BG,42,2,4,4,1,2,6
BG,30,2,7,5,1,2,5
BG,54,2,4,7,1,2,10
BG,69,1,4,1,1,3,4
BG,73,1,2,3,1,3,8
BG,70,2,4,2,1,3,5
BG,41,1,7,8,1,1,10
BG,69,2,4,3,1,2,0
BG,84,1,6,1,1,2,10
BG,41,2,7,6,1,2,5
BG,63,2,6,3,1,2,10
BG,79,1,1,1,2,3,4
BG,32,2,4,4,2,2,7
BG,39,1,4,6,2,2,4
BG,80,2,4,3,1,3,7
BG,62,1,4,2,1,5,2
BG,41,2,2,2,2,2,3
BG,81,2,6,3,1,4,3
BG,58,2,7,8,1,1,8
BG,46,1,4,5,1,2,8
BG,45,1,4,8,1,2,5
BG,71,2,4,4,1,3,6
BG,59,2,4,5,1,3,5
BG,47,2,7,5,1,2,4
BG,64,2,2,1,1,3,4
BG,57,1,2,2,2,2,5
BG,73,2,4,1,1,3,6
BG,78,2,1,2,1,4,5
BG,63,1,7,8,1,2,7
BG,86,1,4,2,1,3,6
BG,52,2,4,6,1,2,10
BG,68,1,2,3,1,3,3
BG,69,1,4,2,1,4,6
BG,39,2,2,6,1,1,9
BG,62,2,1,2,1,2,4
BG,80,1,4,1,1,4,3
BG,30,1,4,5,2,1,7
BG,64,2,4,3,1,2,7
BG,57,1,4,5,1,3,3
BG,66,2,4,2,1,2,1
BG,61,2,1,4,2,5,3
BG,43,1,4,6,2,2,4
BG,36,1,4,6,2,2,10
BG,59,1,4,5,1,3,5
BG,16,1,2,8,1,1,7
BG,69,2,2,5,1,3,4
BG,77,2,4,1,1,4,4
BG,69,1,7,3,1,3,6
BG,61,1,7,9,1,2,7
BG,24,2,6,3,2,2,8
BG,38,1,2,3,2,2,8
BG,43,2,6,8,1,2,6
BG,49,1,2,2,2,3,3
BG,78,2,2,1,1,5,1
BG,63,2,6,6,1,2,10
BG,57,2,4,9,1,2,7
BG,77,1,4,6,1,3,4
BG,39,1,4,5,1,2,4
BG,37,1,4,9,1,2,7
BG,74,1,4,2,1,3,6
BG,62,2,6,2,1,3,8
BG,58,2,4,2,1,5,3
BG,60,1,4,2,1,4,4
BG,64,1,2,2,1,3,6
BG,76,2,2,6,1,4,1
BG,50,2,7,7,1,2,9
BG,42,2,2,8,2,2,8
BG,34,1,7,5,2,2,7
BG,47,2,7,6,1,3,8
BG,18,1,2,3,2,1,7
BG,60,1,2,2,1,4,1
BG,54,1,4,8,1,2,0
BG,60,2,2,7,1,5,1
BG,78,2,4,1,1,3,8
BG,70,2,1,1,1,4,2
BG,34,2,4,5,1,2,7
BG,57,2,2,1,1,2,5
BG,44,1,4,5,1,4,1
BG,43,2,2,4,1,2,10
BG,86,1,2,2,1,2,9
BG,18,1,2,6,2,1,10
BG,73,1,4,8,1,2,5
BG,30,1,1,3,2,4,6
BG,72,1,7,2,1,2,3
BG,48,1,4,4,1,2,4
BG,68,2,4,2,1,4,2
BG,57,2,4,5,1,2,8
BG,62,2,4,7,1,2,2
BG,33,1,4,3,1,1,4
BG,82,2,7,4,1,2,3
BG,80,2,4,1,1,4,1
BG,71,2,1,3,1,4,5
BG,75,1,2,2,1,3,4
BG,45,2,5,4,1,2,5
BG,68,1,4,10,1,1,8
BG,43,2,1,6,1,3,4
BG,75,1,2,1,1,4,5
BG,16,2,2,4,1,1,7
BG,62,2,2,1,1,4,0
BG,55,2,4,1,1,5,4
BG,72,2,4,4,1,2,3
BG,68,1,2,1,1,4,5
BG,58,1,7,8,1,3,1
BG,38,1,4,7,2,2,7
BG,77,1,2,4,2,3,6
BG,70,1,5,1,2,5,7
BG,60,1,2,5,1,2,5
BG,22,1,4,4,2,1,7
BG,28,1,4,9,1,1,9
BG,61,2,2,2,1,2,7
BG,53,2,1,3,1,3,3
BG,65,2,7,6,1,3,5
BG,60,1,4,2,1,3,8
BG,50,2,1,1,1,3,4
BG,78,2,2,2,1,3,5
BG,61,2,4,6,1,2,4
BG,72,2,6,1,1,3,3
BG,47,2,2,4,1,2,4
BG,56,1,2,5,2,1,4
BG,76,2,4,1,1,3,1
BG,77,2,2,2,1,5,3
BG,38,2,1,1,2,1,0
BG,59,1,4,8,1,2,7
BG,62,2,2,2,1,2,6
BG,45,1,4,5,2,1,5
BG,68,2,7,4,1,2,7
BG,71,2,4,1,1,3,8
BG,19,2,4,6,2,1,8
BG,62,1,2,8,1,2,4
BG,70,2,1,2,1,3,7
BG,40,1,4,6,2,2,8
BG,64,2,6,10,1,2,5
BG,56,2,4,5,1,2,5
BG,40,2,4,8,1,2,8
BG,28,2,6,9,2,2,8
BG,49,1,4,3,1,3,7
BG,55,2,4,2,1,2,8
BG,73,2,4,2,1,4,3
BG,78,2,7,3,1,3,8
BG,58,2,1,1,2,3,1
BG,30,2,2,5,2,2,5
BG,58,2,4,5,1,4,7
BG,53,2,2,6,1,2,8
BG,80,1,4,2,1,3,8
BG,53,1,4,5,1,2,6
BG,80,2,6,1,1,3,5
BG,73,2,1,1,1,5,2
BG,37,2,6,5,1,1,8
BG,60,2,4,4,1,2,8
BG,53,1,4,6,1,1,6
BG,47,2,4,5,1,2,8
BG,17,2,2,4,2,2,10
BG,56,2,4,4,1,3,6
BG,61,2,7,9,1,2,10
BG,56,1,4,9,1,2,5
BG,54,2,2,5,1,4,2
BG,68,2,2,1,1,3,7
BG,75,1,4,3,1,2,5
BG,49,1,4,7,1,2,5
BG,77,2,4,2,1,3,7
BG,79,2,4,1,1,4,3
BG,84,1,4,3,1,4,6
BG,66,1,4,3,1,3,5
BG,44,1,4,7,1,2,5
BG,59,1,2,5,1,2,6
BG,76,1,2,2,1,4,5
BG,51,1,2,2,1,3,5
BG,66,2,7,3,1,3,5
BG,76,1,2,4,1,4,6
BG,80,2,4,1,1,3,3
BG,56,1,2,3,1,4,6
BG,72,2,2,3,1,3,7
BG,56,2,7,8,1,2,7
BG,58,2,4,3,1,2,1
BG,47,1,4,2,1,4,7
BG,39,2,4,6,1,2,9
BG,71,1,4,4,1,3,4
BG,48,2,7,9,1,2,6
BG,72,1,4,4,1,5,4
BG,49,1,4,8,1,2,6
BG,83,2,2,1,1,4,2
BG,77,2,4,9,1,3,6
BG,72,2,4,2,1,3,4
BG,66,1,4,5,1,5,6
BG,73,2,4,3,1,3,8
BG,50,2,2,3,1,3,5
BG,43,1,6,7,1,3,6
BG,35,1,4,5,1,3,7
BG,70,2,4,1,1,3,5
BG,49,1,4,5,1,3,7
BG,34,2,6,4,2,3,4
BG,49,1,2,4,1,2,5
BG,19,1,4,6,2,1,7
BG,45,2,4,7,1,2,2
BG,68,1,4,2,1,3,4
BG,54,2,4,6,1,4,9
BG,44,1,5,7,1,1,8
BG,63,2,1,1,2,3,2
BG,60,2,4,6,2,2,5
BG,39,2,2,5,1,2,4
BG,60,2,4,7,1,2,3
BG,53,1,7,10,1,1,10
BG,49,2,7,9,2,2,7
BG,70,1,4,3,1,3,6
BG,69,2,4,5,1,3,5
BG,62,2,1,2,1,3,3
BG,68,2,2,2,1,5,6
BG,65,2,4,4,1,3,4
BG,45,2,1,1,1,2,3
BG,36,2,4,5,1,2,7
BG,29,2,4,4,1,1,5
BG,24,2,2,4,2,1,3
BG,43,2,2,7,1,4,6
BG,37,2,2,6,1,1,3
BG,54,2,4,3,1,4,3
BG,60,1,4,9,1,4,4
BG,70,2,1,1,1,3,5
BG,66,2,4,2,1,3,4
BG,43,2,7,8,1,3,1
BG,67,2,6,7,1,2,10
BG,90,1,2,2,1,3,8
BG,62,2,2,1,1,2,6
BG,84,2,2,3,1,4,5
BG,76,1,4,3,1,3,5
BG,67,1,2,1,1,3,9
BG,74,1,7,4,1,3,3
BG,58,1,4,5,1,2,6
BG,54,1,2,1,1,2,3
BG,76,1,4,1,1,3,2
BG,20,1,4,4,2,2,5
BG,63,2,4,1,1,3,3
BG,61,2,4,7,1,5,1
BG,73,2,4,1,1,3,6
BG,66,1,4,6,1,2,5
BG,82,1,7,4,1,3,5
BG,52,1,4,3,1,2,5
BG,66,2,4,6,1,2,10
BG,56,1,4,7,1,1,10
BG,62,2,2,1,1,2,6
BG,60,2,2,2,1,3,5
BG,48,2,4,7,1,2,10
BG,62,1,2,1,1,3,7
BG,80,2,1,5,1,2,5
BG,44,1,4,6,1,2,4
BG,34,1,7,9,2,2,7
BG,60,2,7,7,1,3,8
BG,55,2,6,4,1,2,8
BG,43,2,6,1,2,2,5
BG,54,2,4,9,1,2,7
BG,38,1,7,8,2,3,4
BG,70,2,2,2,1,2,0
BG,71,2,4,1,1,3,7
BG,74,1,4,3,1,2,5
BG,46,1,2,2,2,3,3
BG,82,1,7,5,1,3,7
BG,57,1,4,3,1,2,5
BG,57,1,4,6,1,2,9
BG,54,1,2,3,2,2,0
BG,50,1,7,4,1,1,10
BG,69,2,1,1,1,2,8
BG,44,2,4,5,1,2,10
BG,60,1,4,2,1,4,7
BG,42,2,4,3,1,2,5
BG,82,2,1,2,1,3,10
BG,21,2,4,6,1,1,8
BG,69,1,4,10,1,2,10
BG,66,2,5,7,1,4,7
BG,44,1,2,6,2,1,9
BG,30,2,2,3,2,2,5
BG,63,2,4,2,1,3,8
BG,66,2,4,7,1,2,8
BG,32,1,4,4,1,2,10
BG,69,2,4,3,1,3,6
BG,47,2,4,5,1,2,9
BG,67,2,2,3,1,2,5
BG,72,1,4,4,1,3,3
BG,48,2,6,8,1,3,8
BG,59,2,4,4,1,2,2
BG,67,2,4,6,1,2,6
BG,68,2,4,7,1,2,5
BG,59,1,2,3,1,3,5
BG,54,2,7,6,1,1,10
BG,23,1,6,4,1,1,10
BG,27,1,2,7,2,1,0
BG,22,1,4,3,2,1,8
BG,15,2,1,7,1,1,10
BG,64,1,4,1,2,2,4
BG,43,2,6,3,1,2,4
BG,50,2,4,3,1,3,2
BG,88,2,2,1,1,3,3
BG,30,2,4,8,2,1,8
BG,36,2,4,5,2,2,4
BG,21,2,4,3,2,1,6
BG,75,2,2,1,1,2,1
BG,64,2,1,6,1,2,5
BG,69,1,4,6,1,3,6
BG,48,2,7,8,1,2,0
BG,49,1,4,9,1,2,8
BG,20,1,4,4,2,2,4
BG,68,2,4,3,1,2,8
BG,28,2,4,8,1,1,8
BG,55,1,4,7,1,2,7
BG,30,1,2,2,2,1,5
BG,70,1,2,1,1,2,4
BG,64,2,2,5,1,2,6
BG,54,2,4,7,1,3,5
BG,65,1,7,8,1,3,6
BG,20,2,4,5,2,1,8
BG,54,1,4,7,1,2,5
BG,34,1,4,1,2,1,2
BG,73,2,2,2,1,3,8
BG,79,2,2,6,1,3,7
BG,44,1,4,3,1,2,7
BG,66,2,4,3,1,3,5
BG,44,2,7,9,1,1,10
BG,58,2,2,3,1,2,3
BG,30,1,4,3,2,1,3
BG,46,2,4,6,1,1,6
BG,52,2,4,3,2,2,5
BG,39,1,2,2,1,2,4
BG,58,2,4,4,1,3,4
BG,72,2,2,2,1,3,0
BG,60,2,2,1,1,2,7
BG,90,2,1,4,1,5,2
BG,61,2,4,3,1,2,5
BG,64,2,4,3,1,2,5
BG,66,2,6,2,1,2,6
BG,77,2,2,1,1,4,10
BG,77,2,1,2,1,3,3
BG,53,2,4,5,1,3,10
BG,41,1,4,4,1,1,7
BG,71,2,4,4,1,3,5
BG,57,2,1,2,2,2,4
BG,74,2,1,2,2,5,0
BG,77,2,7,2,1,4,8
BG,32,1,4,8,2,2,6
BG,85,2,1,1,1,5,0
BG,50,2,4,6,1,2,6
BG,30,2,4,4,2,2,5
BG,36,2,2,4,2,3,3
BG,64,2,2,1,1,2,5
BG,51,1,6,4,1,2,6
BG,58,2,1,3,1,5,5
BG,69,2,4,3,1,3,5
BG,37,1,7,4,1,2,6
BG,51,2,4,5,1,2,9
BG,55,2,7,6,2,2,8
BG,71,2,7,8,1,2,8
BG,61,2,7,1,1,2,5
BG,72,2,2,1,1,4,7
BG,79,2,2,1,1,3,1
BG,40,1,4,4,2,3,3
BG,61,1,4,5,1,3,7
BG,68,2,6,8,1,3,10
BG,26,1,6,10,2,1,4
BG,55,1,6,6,1,2,5
BG,60,1,2,3,1,2,6
BG,84,1,4,2,1,3,5
BG,87,2,2,1,1,3,4
BG,20,2,4,5,1,1,10
BG,44,1,4,8,1,1,8
BG,79,1,7,2,1,5,2
BG,73,1,2,1,1,3,2
BG,39,1,4,5,2,2,5
BG,51,1,4,4,2,2,3
BG,67,2,2,2,1,3,3
BG,26,2,2,5,2,1,8
BG,24,2,7,4,2,2,5
BG,50,1,7,8,1,1,8
BG,66,2,4,3,1,3,4
BG,57,2,4,3,1,2,4
BG,33,2,5,7,1,2,9
BG,58,1,4,10,1,2,8
BG,38,1,4,5,2,3,9
BG,20,2,4,1,2,1,5
BG,84,2,4,1,1,3,6
BG,41,2,2,7,1,2,7
BG,47,2,4,8,1,2,5
BG,81,2,6,1,1,3,4
BG,69,2,4,4,1,2,7
BG,65,1,7,10,1,2,6
BG,63,2,6,4,1,2,7
BG,59,1,2,3,1,1,5
BG,56,1,7,7,1,2,5
BG,52,2,4,3,1,3,9
BG,77,1,2,3,1,2,6
BG,38,2,4,6,1,4,7
BG,71,1,4,1,2,3,4
BG,60,2,6,6,1,2,6
BG,66,1,7,6,1,1,5
BG,80,2,7,2,1,4,5
BG,33,2,2,6,1,1,9
BG,58,2,7,8,1,2,8
BG,62,2,4,8,1,3,7
BG,56,1,4,5,1,3,5
BG,68,1,7,6,1,2,10
BG,58,1,4,5,1,2,4
BG,70,1,4,2,1,1,5
BG,73,2,7,5,1,3,8
BG,45,2,1,2,1,2,9
BG,70,2,2,2,1,5,4
BG,51,1,4,5,1,3,5
BG,34,1,4,5,2,1,2
BG,75,2,6,5,1,3,5
BG,60,2,4,5,1,2,5
BG,50,2,4,2,1,2,8
BG,69,1,2,1,1,3,5
BG,61,1,4,3,1,2,5
BG,46,2,4,6,1,2,7
BG,57,1,4,6,1,2,5
BG,15,1,2,6,1,2,7
BG,49,1,4,5,2,2,8
BG,21,1,4,3,2,1,10
BG,73,2,2,8,1,3,5
BG,65,1,2,2,1,3,2
BG,42,1,6,8,1,2,6
BG,59,2,4,3,1,2,6
BG,57,2,6,9,1,1,0
BG,59,1,4,5,1,2,4
BG,52,2,2,2,1,2,4
BG,45,1,7,9,1,2,8
BG,65,2,4,6,1,2,10
BG,67,2,2,3,1,3,1
BG,79,2,6,2,1,4,7
BG,51,2,2,8,1,4,10
BG,79,2,1,1,1,4,4
BG,78,2,2,3,1,4,3
BG,73,2,1,1,1,5,0
BG,62,1,5,4,1,3,2
BG,63,2,1,1,1,4,0
BG,57,2,5,4,1,2,5
BG,30,2,4,8,2,1,4
BG,17,2,2,4,1,2,10
BG,70,1,4,2,1,3,2
BG,80,1,4,4,1,4,2
